1 17 34.01°C 4.9V 21:05:39 73.39% 21:07:19
1 166 Payload is IDLE 21:08:50 21:08:51
1 167 31.47°C 4.89V 21:08:51 74.33% 21:08:52
1 168 Payload is IDLE 21:08:51 21:08:52
1 169 29.25°C 4.88V 21:08:52 78.0% 21:08:53
1 170 Payload is IDLE 21:08:52 21:08:53
1 171 31.76°C 5.01V 21:08:53 67.82% 21:08:54
1 172 Payload is IDLE 21:08:53 21:08:54
1 173 11.86°C 4.82V 21:08:54 85.64% 21:08:55
1 174 Payload is IDLE 21:08:54 21:08:55
1 175 25.62°C 5.02V 21:08:55 93.78% 21:08:56
1 176 Payload is IDLE 21:08:55 21:08:56
1 177 32.2°C 5.01V 21:08:56 75.45% 21:08:57
1 178 Payload is IDLE 21:08:56 21:08:57
1 179 28.24°C 5.04V 21:08:57 53.2% 21:08:58
1 180 Payload is IDLE 21:08:57 21:08:58
1 181 26.54°C 5.07V 21:08:58 98.52% 21:08:59
1 182 Payload is IDLE 21:08:58 21:08:59
1 183 18.46°C 4.99V 21:08:59 83.56% 21:09:00
1 184 Payload is IDLE 21:08:59 21:09:00
1 185 39.1°C 4.97V 21:09:00 51.31% 21:09:01
1 186 Payload is IDLE 21:09:00 21:09:01
1 187 36.68°C 4.98V 21:09:01 58.19% 21:09:02
1 188 Payload is IDLE 21:09:01 21:09:02
1 189 19.51°C 4.99V 21:09:02 79.48% 21:09:03
1 190 Payload is IDLE 21:09:02 21:09:03
1 191 37.53°C 4.87V 21:09:03 55.84% 21:09:04
1 192 Payload is IDLE 21:09:03 21:09:04
1 193 33.24°C 5.03V 21:09:04 63.43% 21:09:05
1 194 Payload is IDLE 21:09:04 21:09:05
1 195 34.46°C 4.99V 21:09:05 95.4% 21:09:06
1 196 Payload is IDLE 21:09:05 21:09:06
1 197 16.1°C 4.84V 21:09:06 55.06% 21:09:07
1 198 Payload is IDLE 21:09:06 21:09:07
1 199 38.72°C 5.1V 21:09:07 70.03% 21:09:07
1 200 Payload is IDLE 21:09:07 21:09:07
1 201 38.42°C 4.81V 21:09:08 61.54% 21:09:08
1 202 Payload is IDLE 21:09:08 21:09:08
1 203 41.52°C 5.02V 21:09:09 88.64% 21:09:09
1 204 Payload is IDLE 21:09:09 21:09:09
1 205 12.54°C 4.88V 21:09:10 94.37% 21:09:10
1 206 Payload is IDLE 21:09:10 21:09:10
1 207 40.74°C 4.88V 21:09:11 59.72% 21:09:11
1 208 Payload is IDLE 21:09:11 21:09:11
1 209 32.34°C 4.88V 21:09:12 59.93% 21:09:12
1 210 Payload is IDLE 21:09:12 21:09:12
1 211 30.67°C 5.02V 21:09:13 93.17% 21:09:13
1 212 Payload is IDLE 21:09:13 21:09:13
1 213 10.53°C 4.81V 21:09:14 75.6% 21:09:14
1 214 Payload is IDLE 21:09:14 21:09:14
1 215 39.9°C 4.99V 21:09:15 70.25% 21:09:15
1 216 Payload is IDLE 21:09:15 21:09:15
1 217 27.06°C 5.02V 21:09:16 83.3% 21:09:16
1 218 Payload is IDLE 21:09:16 21:09:16
1 219 21.06°C 4.96V 21:09:17 70.01% 21:09:17
1 220 Payload is IDLE 21:09:17 21:09:17
1 221 24.8°C 4.94V 21:09:18 75.24% 21:09:19
1 222 Payload is IDLE 21:09:18 21:09:19
1 223 19.5°C 4.87V 21:09:19 91.6% 21:09:20
1 224 Payload is IDLE 21:09:19 21:09:20
1 225 21.72°C 4.99V 21:09:20 81.57% 21:09:21
1 226 Payload is IDLE 21:09:20 21:09:21
1 227 36.6°C 4.82V 21:09:21 96.2% 21:09:22
1 228 Payload is IDLE 21:09:21 21:09:22
1 229 34.66°C 4.91V 21:09:22 87.83% 21:09:23
1 230 Payload is IDLE 21:09:22 21:09:23
1 231 16.85°C 5.02V 21:09:23 93.82% 21:09:24
1 232 Payload is IDLE 21:09:23 21:09:24
1 233 9.2°C 4.82V 21:09:24 95.31% 21:09:25
1 234 Payload is IDLE 21:09:24 21:09:25
1 235 15.93°C 5.09V 21:09:25 64.71% 21:09:26
1 236 Payload is IDLE 21:09:25 21:09:26
1 237 41.15°C 4.83V 21:09:26 66.61% 21:09:27
1 238 Payload is IDLE 21:09:26 21:09:27
1 239 22.02°C 5.02V 21:09:27 81.23% 21:09:28
1 240 Payload is IDLE 21:09:27 21:09:28
1 241 30.87°C 4.94V 21:09:28 89.34% 21:09:29
1 242 Payload is IDLE 21:09:28 21:09:29
1 243 15.14°C 4.92V 21:09:29 73.74% 21:09:30
1 244 Payload is IDLE 21:09:29 21:09:30
1 245 19.15°C 4.83V 21:09:30 65.03% 21:09:31
1 246 Payload is IDLE 21:09:30 21:09:31
1 247 20.46°C 4.86V 21:09:31 83.05% 21:09:32
1 248 Payload is IDLE 21:09:31 21:09:32
1 249 26.72°C 4.83V 21:09:32 96.57% 21:09:33
1 250 Payload is IDLE 21:09:32 21:09:33
1 251 10.0°C 4.97V 21:09:33 54.51% 21:09:34
1 252 Payload is IDLE 21:09:33 21:09:34
1 253 10.44°C 4.92V 21:09:34 64.11% 21:09:35
1 254 Payload is IDLE 21:09:34 21:09:35
1 255 36.55°C 4.87V 21:09:35 86.86% 21:09:36
1 256 Payload is IDLE 21:09:35 21:09:36
1 257 41.54°C 4.91V 21:09:36 86.65% 21:09:37
1 258 Payload is IDLE 21:09:36 21:09:37
1 259 37.17°C 4.82V 21:09:37 79.5% 21:09:38
1 260 Payload is IDLE 21:09:37 21:09:38
1 261 37.97°C 4.84V 21:09:38 69.75% 21:09:39
1 262 Payload is IDLE 21:09:38 21:09:39
1 263 11.55°C 4.85V 21:09:39 90.64% 21:09:40
1 264 Payload is IDLE 21:09:39 21:09:40
1 265 16.39°C 4.92V 21:09:40 66.47% 21:09:41
1 266 Payload is IDLE 21:09:40 21:09:41
1 267 40.93°C 5.09V 21:09:41 77.34% 21:09:42
1 268 Payload is IDLE 21:09:41 21:09:42
1 269 37.71°C 4.89V 21:09:42 88.85% 21:09:43
1 270 Payload is IDLE 21:09:42 21:09:43
1 271 15.83°C 5.09V 21:09:43 75.77% 21:09:44
1 272 Payload is IDLE 21:09:43 21:09:44
1 273 11.75°C 4.94V 21:09:44 87.93% 21:09:45
1 274 Payload is IDLE 21:09:44 21:09:45
1 275 37.75°C 5.04V 21:09:45 95.58% 21:09:46
1 276 Payload is IDLE 21:09:45 21:09:46
1 277 21.22°C 5.1V 21:09:46 52.3% 21:09:47
1 278 Payload is IDLE 21:09:46 21:09:47
1 279 12.41°C 4.92V 21:09:47 55.43% 21:09:48
1 280 Payload is IDLE 21:09:47 21:09:48
1 281 28.91°C 4.91V 21:09:48 94.79% 21:09:49
1 282 Payload is IDLE 21:09:48 21:09:49
1 283 35.5°C 4.83V 21:09:49 63.24% 21:09:50
1 284 Payload is IDLE 21:09:49 21:09:50
1 285 16.46°C 4.89V 21:09:50 98.62% 21:09:51
1 286 Payload is IDLE 21:09:50 21:09:51
1 287 41.29°C 5.01V 21:09:51 70.28% 21:09:52
1 288 Payload is IDLE 21:09:51 21:09:52
1 289 28.2°C 5.03V 21:09:52 54.74% 21:09:53
1 290 Payload is IDLE 21:09:52 21:09:53
1 291 37.37°C 5.04V 21:09:53 96.01% 21:09:54
1 292 Payload is IDLE 21:09:53 21:09:54
1 293 15.77°C 5.06V 21:09:54 53.1% 21:09:55
1 294 Payload is IDLE 21:09:54 21:09:55
1 295 21.16°C 5.09V 21:09:55 50.11% 21:09:56
1 296 Payload is IDLE 21:09:55 21:09:56
1 297 13.8°C 5.0V 21:09:56 56.52% 21:09:57
1 298 Payload is IDLE 21:09:56 21:09:57
1 299 8.09°C 4.83V 21:09:57 74.55% 21:09:58
1 300 Payload is IDLE 21:09:57 21:09:58
1 301 41.89°C 5.07V 21:09:58 69.33% 21:09:59
1 302 Payload is IDLE 21:09:58 21:09:59
1 303 31.98°C 4.88V 21:09:59 51.0% 21:10:00
1 304 Payload is IDLE 21:09:59 21:10:00
1 305 14.38°C 5.0V 21:10:00 60.69% 21:10:01
1 306 Payload is IDLE 21:10:00 21:10:01
1 307 8.38°C 4.99V 21:10:01 67.09% 21:10:02
1 308 Payload is IDLE 21:10:01 21:10:02
1 309 8.93°C 4.9V 21:10:02 76.59% 21:10:03
1 310 Payload is IDLE 21:10:02 21:10:03
1 311 9.16°C 4.96V 21:10:03 89.07% 21:10:04
1 312 Payload is IDLE 21:10:03 21:10:04
1 313 21.04°C 4.82V 21:10:04 85.22% 21:10:05
1 314 Payload is IDLE 21:10:04 21:10:05
1 315 Payload is OFF 21:10:05 21:10:06
1 316 Payload is OFF 21:10:06 21:10:06
1 317 Payload is OFF 21:10:07 21:10:07
1 318 Payload is OFF 21:10:08 21:10:08
1 319 Payload is OFF 21:10:09 21:10:10
1 320 Payload is OFF 21:10:10 21:10:11
1 321 Payload is OFF 21:10:11 21:10:12
1 322 Payload is OFF 21:10:12 21:10:13
1 323 Payload is OFF 21:10:13 21:10:14
1 324 Payload is OFF 21:10:14 21:10:15
1 325 Payload is OFF 21:10:15 21:10:16
1 326 Payload is OFF 21:10:16 21:10:17
1 327 Payload is OFF 21:10:17 21:10:18
1 328 Payload is OFF 21:10:18 21:10:19
1 329 Payload is OFF 21:10:19 21:10:20
1 330 Payload is OFF 21:10:20 21:10:21
1 331 Payload is OFF 21:10:21 21:10:22
1 332 Payload is OFF 21:10:22 21:10:23
1 333 Payload is OFF 21:10:23 21:10:24
1 334 Payload is OFF 21:10:24 21:10:25
1 335 Payload is OFF 21:10:25 21:10:26
1 336 Payload is OFF 21:10:26 21:10:27
1 337 Payload is OFF 21:10:27 21:10:28
1 338 Payload is OFF 21:10:28 21:10:29
1 339 Payload is OFF 21:10:29 21:10:30
1 340 Payload is OFF 21:10:30 21:10:31
1 341 Payload is OFF 21:10:31 21:10:32
1 342 Payload is OFF 21:10:32 21:10:33
1 343 Payload is OFF 21:10:33 21:10:34
1 344 Payload is OFF 21:10:34 21:10:35
1 345 Payload is OFF 21:10:35 21:10:36
1 346 Payload is OFF 21:10:36 21:10:37
1 347 Payload is OFF 21:10:37 21:10:38
1 348 Payload is OFF 21:10:38 21:10:39
1 349 Payload is OFF 21:10:39 21:10:40
1 350 Payload is OFF 21:10:40 21:10:41
1 351 Payload is OFF 21:10:41 21:10:42
1 352 Payload is OFF 21:10:42 21:10:43
1 353 Payload is OFF 21:10:43 21:10:44
1 354 Payload is OFF 21:10:44 21:10:45
1 355 Payload is OFF 21:10:45 21:10:46
1 356 Payload is OFF 21:10:46 21:10:47
1 357 Payload is OFF 21:10:47 21:10:48
1 358 Payload is OFF 21:10:48 21:10:49
1 359 Payload is OFF 21:10:49 21:10:50
1 360 Payload is OFF 21:10:50 21:10:51
1 361 Payload is OFF 21:10:51 21:10:52
1 362 Payload is OFF 21:10:52 21:10:54
1 363 Payload is OFF 21:10:53 21:10:55
1 364 Payload is OFF 21:10:54 21:10:56
1 365 Payload is OFF 21:10:55 21:10:57
1 366 Payload is OFF 21:10:56 21:10:58
1 367 Payload is OFF 21:10:57 21:10:59
1 368 Payload is OFF 21:10:58 21:11:00
1 369 Payload is OFF 21:10:59 21:11:01
1 370 Payload is OFF 21:11:00 21:11:01
1 371 Payload is OFF 21:11:01 21:11:02
1 372 Payload is OFF 21:11:02 21:11:03
1 373 Payload is OFF 21:11:03 21:11:04
1 374 Payload is OFF 21:11:04 21:11:05
1 375 Payload is OFF 21:11:05 21:11:06
1 376 Payload is OFF 21:11:06 21:11:07
1 377 Payload is OFF 21:11:07 21:11:08
1 378 Payload is OFF 21:11:08 21:11:09
1 379 Payload is OFF 21:11:09 21:11:10
1 380 Payload is OFF 21:11:10 21:11:11
1 381 Payload is OFF 21:11:11 21:11:12
1 382 30.9°C 4.93V 21:11:12 63.85% 21:11:13
1 383 Payload is IDLE 21:11:12 21:11:13
1 384 11.04°C 4.97V 21:11:13 89.41% 21:11:14
1 385 Payload is IDLE 21:11:13 21:11:14
1 386 13.12°C 4.86V 21:11:14 76.24% 21:11:15
1 387 Payload is IDLE 21:11:14 21:11:15
1 388 25.15°C 4.91V 21:11:15 73.29% 21:11:16
1 389 Payload is IDLE 21:11:15 21:11:16
1 390 21.27°C 5.0V 21:11:16 61.8% 21:11:17
1 391 Payload is IDLE 21:11:16 21:11:17
1 392 40.2°C 4.98V 21:11:17 77.21% 21:11:18
1 393 Payload is IDLE 21:11:17 21:11:18
1 394 24.56°C 5.1V 21:11:18 99.73% 21:11:19
1 395 Payload is IDLE 21:11:18 21:11:19
1 396 18.73°C 5.09V 21:11:19 92.42% 21:11:20
1 397 Payload is IDLE 21:11:19 21:11:20
1 398 22.76°C 4.88V 21:11:20 65.38% 21:11:21
1 399 Payload is IDLE 21:11:20 21:11:21
1 400 18.82°C 4.88V 21:11:21 99.88% 21:11:22
1 401 Payload is IDLE 21:11:21 21:11:22
1 402 32.92°C 4.94V 21:11:22 61.66% 21:11:23
1 403 Payload is IDLE 21:11:22 21:11:23
1 404 20.2°C 4.96V 21:11:23 58.01% 21:11:24
1 405 Payload is IDLE 21:11:23 21:11:24
1 406 16.33°C 4.99V 21:11:24 92.77% 21:11:25
1 407 Payload is IDLE 21:11:24 21:11:25
1 408 29.37°C 5.09V 21:11:25 98.96% 21:11:26
1 409 Payload is IDLE 21:11:25 21:11:26
1 410 26.2°C 5.08V 21:11:26 59.26% 21:11:27
1 411 Payload is IDLE 21:11:26 21:11:27
1 412 37.54°C 5.1V 21:11:27 96.56% 21:11:28
1 413 Payload is IDLE 21:11:27 21:11:28
1 414 34.65°C 4.88V 21:11:28 61.57% 21:11:29
1 415 Payload is IDLE 21:11:28 21:11:29
1 416 22.16°C 5.03V 21:11:29 91.45% 21:11:30
1 417 Payload is IDLE 21:11:29 21:11:30
1 418 31.97°C 4.83V 21:11:30 77.77% 21:11:31
1 419 Payload is IDLE 21:11:30 21:11:31
1 420 16.42°C 5.0V 21:11:31 91.69% 21:11:32
1 421 Payload is IDLE 21:11:31 21:11:32
1 422 19.18°C 5.09V 21:11:32 77.61% 21:11:33
1 423 Payload is IDLE 21:11:32 21:11:33
1 424 41.86°C 5.06V 21:11:33 51.93% 21:11:34
1 425 Payload is IDLE 21:11:33 21:11:34
1 426 32.64°C 5.08V 21:11:34 83.18% 21:11:35
1 427 Payload is IDLE 21:11:34 21:11:35
1 428 33.8°C 5.09V 21:11:35 63.36% 21:11:36
1 429 Payload is IDLE 21:11:35 21:11:36
1 430 39.07°C 4.98V 21:11:36 64.27% 21:11:38
1 431 Payload is IDLE 21:11:36 21:11:38
1 432 31.2°C 5.08V 21:11:37 81.79% 21:11:39
1 433 Payload is IDLE 21:11:37 21:11:39
1 434 26.46°C 4.86V 21:11:38 99.91% 21:11:40
1 435 Payload is IDLE 21:11:38 21:11:40
1 436 12.14°C 4.81V 21:11:39 78.16% 21:11:41
1 437 Payload is IDLE 21:11:39 21:11:41
1 438 23.73°C 5.05V 21:11:40 52.62% 21:11:42
1 439 Payload is IDLE 21:11:40 21:11:42
1 440 38.61°C 5.07V 21:11:41 95.15% 21:11:43
1 441 Payload is IDLE 21:11:41 21:11:43
1 442 22.67°C 4.9V 21:11:42 58.09% 21:11:44
1 443 Payload is IDLE 21:11:42 21:11:44
1 444 11.66°C 4.98V 21:11:43 87.51% 21:11:45
1 445 Payload is IDLE 21:11:43 21:11:45
1 446 35.25°C 5.01V 21:11:44 74.98% 21:11:46
1 447 Payload is IDLE 21:11:44 21:11:46
1 448 39.98°C 5.06V 21:11:45 69.1% 21:11:47
1 449 Payload is IDLE 21:11:45 21:11:47
1 450 28.32°C 5.04V 21:11:46 80.71% 21:11:48
1 451 Payload is IDLE 21:11:46 21:11:48
1 452 19.03°C 4.95V 21:11:47 75.88% 21:11:49
1 453 Payload is IDLE 21:11:47 21:11:49
1 454 18.69°C 4.92V 21:11:48 62.75% 21:11:50
1 455 Payload is IDLE 21:11:48 21:11:50
1 456 31.28°C 5.02V 21:11:49 51.87% 21:11:51
1 457 Payload is IDLE 21:11:49 21:11:51
1 458 14.33°C 5.09V 21:11:50 69.09% 21:11:51
1 459 Payload is IDLE 21:11:50 21:11:51
1 460 21.62°C 5.05V 21:11:51 76.76% 21:11:52
1 461 Payload is IDLE 21:11:51 21:11:52
1 462 19.94°C 4.93V 21:11:52 64.1% 21:11:53
1 463 Payload is IDLE 21:11:52 21:11:53
1 464 28.85°C 4.83V 21:11:54 51.47% 21:11:54
1 465 Payload is IDLE 21:11:54 21:11:54
1 466 26.06°C 5.06V 21:11:55 62.88% 21:11:55
1 467 Payload is IDLE 21:11:55 21:11:55
1 468 8.76°C 5.02V 21:11:56 52.86% 21:11:56
1 469 Payload is IDLE 21:11:56 21:11:56
1 470 33.14°C 4.92V 21:11:57 69.84% 21:11:57
1 471 Payload is IDLE 21:11:57 21:11:57
1 472 41.82°C 4.99V 21:11:58 90.16% 21:11:58
1 473 Image taken 21:11:58 21:11:58
1 474 Payload is COLLECTING DATA 21:11:58 21:11:58
1 475 11.49°C 5.05V 21:11:59 54.75% 21:11:59
1 476 Payload is COLLECTING DATA 21:11:59 21:11:59
1 477 31.03°C 4.81V 21:12:00 84.88% 21:12:00
1 478 Payload is COLLECTING DATA 21:12:00 21:12:00
1 479 24.82°C 5.0V 21:12:01 58.01% 21:12:01
1 480 Payload is COLLECTING DATA 21:12:01 21:12:01
